gene	nsite	pp_m2a	pp_siteom	pp_mutsel	pp_mutselfix	npos_m2a	npos_siteom	posw_m2a	posfrac_siteom	om_m2a	totom_siteom	purom_mutselfix	diffom_mutselfix	diffom_mutsel
ENSG00000143924	992	1.0	1.0	0.9946808510638298	0.4	7	13	0.013878612336601304	0.01310483870967742	2.3869108006535944	0.16202037777777778	0.16309667515923568	-0.0010762973814578967	0.02303458240570499
ENSG00000165609	220	0.12581699346405228	0.9515789473684212	0.952127659574468	0.0	0	0	0.000599237839379085	0.0	1.1586218300653597	0.13605360296296298	0.16096237579617834	-0.024908772833215357	0.026087957364960043
ENSG00000120332	2089	0.05392156862745098	1.0	1.0	0.89	0	2	6.331388937908498e-05	0.0009573958831977022	1.0656103267973855	0.23543977777777775	0.2266171847133758	0.008822593064401973	0.04513683938845374
ENSG00000163814	827	1.0	1.0	1.0	0.5	3	6	0.012048310081699343	0.007255139056831923	2.187130408496732	0.26335094666666664	0.26411924203821663	-0.0007682953715499874	0.02596112323368749
ENSG00000122299	975	0.06535947712418301	1.0	0.0	0.0	0	1	8.601828954248366e-05	0.0010256410256410256	1.0815178104575165	0.1400232874074074	0.19068743312101916	-0.05066414571361172	-0.05641404739566046
ENSG00000092445	842	0.06372549019607843	1.0	0.03723404255319149	0.0	0	1	0.0001167659400326797	0.0011876484560570072	1.077548137254902	0.1461857985185185	0.16270859872611468	-0.01652280020759617	-0.014207102952576581
ENSG00000143355	398	0.0931372549019608	0.1873684210526316	0.0	0.0	0	0	0.00022715289281045756	0.0	1.1146221732026145	0.05005440177777778	0.07109028343949045	-0.02103588166171267	-0.027487615091812533
ENSG00000112640	605	0.0718954248366013	0.5136842105263157	0.3031914893617021	0.01	0	0	0.00013445711241830062	0.0	1.09660158496732	0.024325224592592596	0.03791914394904459	-0.013593919356451996	-0.0020389714675293634
ENSG00000109466	584	0.06372549019607843	0.023157894736842103	0.0	0.0	0	0	0.00013688874820261442	0.0	1.0826134150326796	0.018689936296296297	0.03076695605095541	-0.01207701975465912	-0.01829067388737593
ENSG00000112425	252	0.14215686274509806	0.8505263157894737	0.0053191489361702135	0.0	0	0	0.000492555024509804	0.0	1.1830536437908497	0.10456171614814816	0.14095393630573247	-0.03639222015758431	-0.03355283769504729
ENSG00000111305	342	1.0	1.0	1.0	1.0	1	6	0.010382506715686277	0.017543859649122806	2.76597454248366	0.4528416518518518	0.3954195095541402	0.05742214229771159	0.15983994458915946
ENSG00000104213	375	0.09477124183006536	0.8273684210526315	0.0	0.0	0	0	0.00032586702614379083	0.0	1.123081519607843	0.13961989185185186	0.1873486560509554	-0.04772876419910357	-0.041223113050396734
ENSG00000173327	857	0.05392156862745098	1.0	0.09574468085106384	0.02	0	0	9.26984818627451e-05	0.0	1.0729085784313726	0.0905749571851852	0.10528373121019106	-0.014708774025005866	-0.007604778870095192
ENSG00000176887	454	0.965686274509804	1.0	1.0	1.0	1	2	0.006701986609477124	0.004405286343612335	2.2886631209150328	0.15041486222222222	0.10321161337579617	0.04720324884642607	0.054810982951509615
ENSG00000109814	494	0.07679738562091504	0.2168421052631579	0.0	0.0	0	0	0.0001214735049019608	0.0	1.0978600816993465	0.03723120162962964	0.05423021082802548	-0.016999009198395837	-0.01830482295948219
ENSG00000124299	492	0.1454248366013072	1.0	1.0	0.6	0	0	0.0004894511312091503	0.0	1.1746645751633986	0.11169460044444443	0.11050427324840764	0.0011903271960368167	0.04311949627950114
ENSG00000049618	1781	1.0	1.0	1.0	1.0	4	8	0.0034124444967320268	0.004491858506457047	2.5482879738562088	0.07898718014814815	0.071702125477707	0.007285054670441145	0.5159703866532305
ENSG00000041982	2415	1.0	1.0	1.0	1.0	39	49	0.02668547565359477	0.020289855072463767	2.0124829084967324	0.2013035362962963	0.13824108280254774	0.06306245349374852	0.16838333026829513
ENSG00000134343	982	0.04738562091503268	0.9663157894736842	0.0	0.0	0	0	4.4545296568627445e-05	0.0	1.059356111111111	0.07533697214814815	0.10481880955414014	-0.029481837405991987	-0.03991330216029561
ENSG00000064835	317	1.0	1.0	1.0	1.0	5	7	0.022331313088235296	0.022082018927444796	2.2422740196078426	0.11576095111111112	0.0874668	0.028294151111111124	0.15084345672408517
ENSG00000152661	383	0.05882352941176471	0.2063157894736842	0.8776595744680851	0.0	0	0	0.0001312388316993464	0.0	1.0764577450980393	0.03837811466666667	0.05756062101910829	-0.019182506352441613	0.014118979514818147
ENSG00000204644	449	0.9820261437908496	1.0	0.7925531914893617	0.55	0	4	0.021252771960784317	0.008908685968819599	2.179590931372549	0.5517211377777779	0.544162152866242	0.007558984911535838	0.020432154204149105
ENSG00000167460	261	0.12745098039215685	0.12842105263157896	0.0	0.0	0	0	0.0005278137027777777	0.0	1.16227704248366	0.04934531748148148	0.07758319681528662	-0.028237879333805144	-0.038946591064434204
ENSG00000173627	370	0.7516339869281046	1.0	0.06914893617021277	0.0	0	2	0.00929606944101307	0.005405405405405406	1.8842407026143797	0.3990134207407408	0.4577342165605096	-0.0587207958197688	-0.03257968085888492
ENSG00000123545	175	1.0	1.0	0.9680851063829788	0.87	3	4	0.02139203883986928	0.022857142857142857	2.4345316666666665	0.3703759955555556	0.3509901847133758	0.01938581084217977	0.05107196754482007
ENSG00000137628	1705	1.0	1.0	1.0	1.0	35	60	0.040136283333333335	0.03519061583577713	2.312822908496732	0.40364458370370376	0.33537406369426753	0.06827052000943623	0.2025175193006533
ENSG00000060709	1078	1.0	1.0	1.0	1.0	7	9	0.011151452581699346	0.008348794063079777	2.061618366013072	0.1503810637037037	0.14172322929936307	0.00865783440434062	0.11449170632859236
ENSG00000175414	245	0.704248366013072	1.0	0.18617021276595744	0.14	0	1	0.005699475700326797	0.004081632653061225	1.8966700653594768	0.17281270518518518	0.19176259235668788	-0.0189498871715027	-0.015058105544105705
ENSG00000059588	1516	1.0	1.0	1.0	1.0	33	41	0.03008894183006536	0.02704485488126649	2.2282190359477125	0.25634176296296296	0.20410197452229298	0.05223978844066995	0.17976437739478246
ENSG00000008283	252	1.0	1.0	1.0	1.0	6	8	0.023839278202614386	0.031746031746031744	3.3913615522875817	0.1966683614814815	0.09697803694267516	0.09969032453880636	0.14621108845201813
ENSG00000160185	625	0.07679738562091504	0.9957894736842106	0.0	0.0	0	0	0.0001593989163398693	0.0	1.0938706045751634	0.14922541333333333	0.19340985350318468	-0.04418444016985135	-0.03182022324173851
ENSG00000165061	229	0.1111111111111111	0.4294736842105264	0.03723404255319149	0.0	0	0	0.0004598907500000001	0.0	1.1400013888888891	0.04367108948148148	0.06371789363057326	-0.02004680414909177	-0.018030101200108426
ENSG00000126804	715	0.06372549019607843	0.8063157894736842	0.0	0.0	0	0	7.813767810457516e-05	0.0	1.0772862581699345	0.06215416503703704	0.09130361210191083	-0.0291494470648738	-0.032767713918101765
ENSG00000133392	1978	0.017973856209150325	0.9263157894736842	1.0	0.2	0	0	5.3220124183006535e-06	0.0	1.0239465522875817	0.03817270133333333	0.03971814140127388	-0.0015454400679405511	0.01689913959271988
ENSG00000169057	488	1.0	1.0	0.3829787234042553	0.02	1	2	0.004446612315359477	0.004098360655737705	2.719770571895425	0.09195091244444444	0.10636863757961784	-0.014417725135173391	-0.00322661227870889
ENSG00000143614	595	0.05718954248366012	0.16842105263157894	0.0	0.0	0	0	9.273553758169937e-05	0.0	1.074860473856209	0.025093631555555555	0.040826231210191084	-0.01573259965463553	-0.027111813044802296
ENSG00000183060	297	0.7941176470588235	1.0	0.03723404255319149	0.01	0	1	0.0057491872516339864	0.003367003367003367	2.048814640522876	0.34897343703703704	0.3984468471337579	-0.049473410096720905	-0.0319483922607663
ENSG00000101350	749	0.05555555555555555	0.0	0.0	0.0	0	0	7.873738513071896e-05	0.0	1.0664731699346404	0.02452057288888889	0.04461680573248408	-0.020096232843595185	-0.030873614470893082
ENSG00000165487	433	0.20261437908496727	1.0	0.18617021276595744	0.02	0	1	0.0010070003725490195	0.0023094688221709007	1.239820294117647	0.21520767111111114	0.2372168407643312	-0.022009169653220056	-0.009478726926553277
ENSG00000186184	133	0.19934640522875816	0.471578947368421	0.015957446808510637	0.03	0	0	0.001065047176470588	0.0	1.247348398692811	0.1150629002962963	0.14801428662420382	-0.03295138632790752	-0.0463449839667448
ENSG00000162729	613	0.06862745098039216	1.0	0.0	0.0	0	0	0.0001610312204248366	0.0	1.0892686928104576	0.12143837185185186	0.15144970700636945	-0.030011335154517607	-0.025249270609572178
ENSG00000159086	923	0.05882352941176471	1.0	0.06914893617021277	0.0	0	0	7.35069227124183e-05	0.0	1.0725130555555555	0.07610823792592593	0.09999569171974522	-0.02388745379381929	-0.011199640339658203
ENSG00000173465	199	0.16339869281045752	0.9705263157894736	0.03723404255319149	0.0	0	0	0.0007465993705882353	0.0	1.2062942156862746	0.14497753185185186	0.19440503821656047	-0.04942750636470866	-0.03721430293396559
ENSG00000107816	673	0.05718954248366012	0.991578947368421	0.0	0.0	0	0	9.599936470588234e-05	0.0	1.0731457026143791	0.09929659703703704	0.138821974522293	-0.03952537748525596	-0.048226756164288856
ENSG00000166669	695	1.0	1.0	1.0	0.89	7	20	0.03459958348039216	0.02877697841726619	2.272569346405229	0.6680452637037038	0.6400696815286625	0.027975582175041255	0.10129872155659289
